,AT,V,AP,RH,PE
2478,25.86,61.08,1013.51,67.5,449.67
2479,9.8,41.82,1032.98,67.55,473.72
2480,25.42,75.6,1017.39,77.63,438.24
2481,28.75,77.24,1008.92,77.17,433.03
2482,18.58,46.97,1014.25,74.09,454.26
2483,22.56,70.79,1005.85,93.09,435.14
2484,23.05,48.98,1015.64,49.33,446.05
2485,26.78,52.3,1008.52,61.23,441.21
2486,10.13,39.18,1024.09,85.48,479.42
2487,31.97,69.04,1008.5,47.69,441.18
2488,8.95,36.18,1014.08,76.94,478.07
2489,7.57,39.61,1018.66,85.73,480.86
2490,25.97,43.21,1011.9,88.73,434.83
2491,24.56,60.27,1017.63,74.5,440.31
2492,30.71,64.05,1011.75,62.81,438.42
2493,13.8,39.39,1013.85,81.95,471.7
2494,20.21,58.12,1015.36,79.18,453.19
2495,16.77,45.01,1013.47,81.42,458.22
2496,29.18,71.43,1011.65,59.49,443.75
2497,17.86,52.9,1015.71,67.99,457.42
2498,4.24,39.9,1009.28,96.74,491.25
2499,24.11,59.27,1011.02,78.18,444.35
2500,15.5,40.12,1012.79,96.75,460.41
2501,9.62,41.01,1019.43,97.99,467.34
2502,5.05,35.57,1027.03,80.02,491.4
2503,26.81,71.29,1009.65,80.69,434.48
2504,15.68,39.16,1006.09,75.62,461.98
2505,21.85,63.86,1020.16,68.84,445.62
2506,30.98,67.45,1015.18,45.4,433.59
2507,30.14,67.69,1006.54,57.05,426.91
2508,29.89,71.29,1009.0,55.72,431.45
2509,29.42,56.9,1006.51,53.6,439.51
2510,26.6,61.02,1010.26,66.16,436.19
2511,19.64,48.06,1014.81,74.96,455.27
2512,13.16,54.3,1017.33,82.43,468.4
2513,33.17,70.4,1004.45,58.0,430.14
2514,16.14,44.71,1014.83,39.41,468.88
2515,25.34,71.06,1007.74,92.52,434.86
2516,21.12,63.56,1014.16,81.42,445.9
2517,13.41,39.35,1015.1,79.32,471.85
2518,13.38,40.12,1013.92,96.96,468.15
2519,17.27,43.52,1021.37,76.73,460.08
2520,16.69,46.18,1010.8,96.8,466.03
2521,7.8,39.04,1018.46,66.5,482.31
2522,27.14,75.23,1011.47,63.14,439.33
2523,21.08,44.05,1008.13,72.52,449.6
2524,32.23,69.13,1000.61,55.1,426.9
2525,13.48,40.73,1017.59,94.81,463.6
2526,10.45,40.0,1019.01,89.01,465.43
2527,25.43,70.17,1000.46,87.84,436.43
2528,7.09,39.37,1020.07,73.26,487.0
2529,31.24,74.22,1007.74,48.77,430.44
2530,21.92,61.87,1009.68,58.83,445.52
2531,10.74,52.75,1021.75,75.41,467.48
2532,13.67,41.48,1017.51,63.54,463.97
2533,9.79,39.69,1002.36,93.86,471.61
2534,14.04,39.64,1011.09,87.22,472.31
2535,24.43,61.25,1011.66,85.24,436.05
2536,14.88,42.28,1007.26,71.3,466.73
2537,10.68,38.38,1020.79,72.33,476.22
2538,14.22,42.32,1015.54,77.23,465.0
2539,14.47,44.66,1016.33,93.52,464.41
2540,7.19,40.81,1015.22,85.65,487.15
2541,11.73,37.92,1008.24,65.13,472.04
2542,10.94,43.67,1012.36,73.3,477.34
2543,14.44,39.0,1017.06,76.02,466.96
2544,24.53,74.78,1009.9,78.34,446.3
2545,29.72,54.2,1012.86,38.48,438.84
2546,17.52,44.05,1008.87,85.67,455.72
2547,12.99,44.0,1025.22,90.27,470.93
2548,10.04,39.66,1015.84,82.31,480.63
2549,30.5,66.75,1017.55,38.2,432.87
2550,33.11,69.75,1008.88,42.08,437.19
2551,13.41,40.89,1010.85,89.61,472.4
2552,26.98,74.78,1009.77,69.54,442.28
2553,15.19,42.03,1017.38,71.66,462.64
2554,28.24,64.69,1007.35,61.14,438.03
2555,29.04,60.07,1014.88,47.23,438.5
2556,13.74,45.08,1024.97,84.79,466.79
2557,12.58,39.72,1017.85,57.74,471.24
2558,17.3,47.45,1010.29,87.13,448.79
2559,28.0,69.05,1000.82,65.24,427.71
2560,15.15,53.82,1016.34,62.59,461.6
2561,25.47,65.34,1015.3,50.31,445.39
2562,20.78,68.28,1008.75,60.87,450.57
2563,26.12,49.02,1008.63,72.04,438.52
2564,13.78,40.73,1017.55,94.28,462.59
2565,26.28,68.14,1005.61,53.17,435.71
2566,27.76,75.33,1003.69,79.62,433.03
2567,18.26,49.64,1024.92,62.82,462.6
2568,6.4,39.18,1024.6,86.83,484.44
2569,26.31,44.57,1007.51,52.6,452.73
2570,32.89,73.68,1014.45,52.34,426.46
2571,6.74,36.08,1020.36,86.98,484.18
2572,22.69,65.18,1012.47,80.9,441.18
2573,33.11,77.54,1010.36,50.99,431.77
2574,22.28,58.86,1014.08,66.47,446.55
2575,31.75,74.99,1003.25,53.33,430.82
2576,9.6,41.82,1032.93,72.63,475.01
2577,21.54,69.48,1011.04,80.48,443.15
2578,13.33,38.47,1015.42,58.27,466.26
2579,12.73,37.73,1021.89,61.76,470.89
2580,28.73,68.24,1008.31,56.85,430.63
2581,9.0,43.13,1020.25,81.32,481.09
2582,31.1,68.51,1012.99,54.3,428.68
2583,28.81,56.86,1005.82,56.86,434.08
2584,14.95,42.74,1027.66,66.71,464.31
2585,23.04,48.06,1014.16,54.99,459.36
2586,24.04,68.94,1007.62,69.11,437.13
2587,27.69,65.34,1014.31,46.59,442.84
2588,28.82,64.79,1016.74,56.34,445.1
2589,25.23,69.34,1009.51,82.87,445.92
2590,8.77,40.77,1011.54,89.58,480.56
2591,7.61,44.71,1019.41,70.48,485.36
2592,28.37,75.6,1017.48,55.19,439.25
2593,21.82,50.66,1013.74,73.6,455.2
2594,14.82,42.74,1028.04,69.81,466.34
2595,13.97,52.05,1012.05,85.36,463.64
2596,31.74,72.25,1012.21,41.62,437.29
2597,27.27,72.58,1009.25,89.31,428.93
2598,23.95,58.79,1010.45,74.34,448.32
2599,29.08,66.54,1004.67,64.5,430.16
2600,28.3,64.33,1011.23,68.88,441.51
2601,12.66,43.67,1012.49,95.96,472.44
2602,30.12,74.16,1013.13,63.56,433.08
2603,29.44,65.51,1014.82,56.49,445.67
2604,25.95,59.92,1010.05,76.05,443.93
2605,32.5,71.37,1003.75,43.8,433.7
2606,23.97,44.57,1007.35,62.71,448.17
2607,21.97,58.12,1015.29,77.47,449.6
2608,32.17,73.21,1001.43,69.86,430.64
2609,12.35,40.73,1019.03,95.53,466.71
2610,18.03,53.16,1013.06,82.03,458.04
2611,32.07,71.29,1008.43,44.95,426.96
2612,31.39,69.59,1008.28,62.86,435.76
2613,11.92,40.62,1016.66,55.25,468.14
2614,10.65,41.78,1013.66,70.04,474.27
2615,31.24,68.3,1015.89,42.84,435.2
2616,9.13,39.04,1022.36,74.6,483.24
2617,23.39,71.25,1005.22,93.7,435.68
2618,11.95,42.03,1017.58,90.89,465.2
2619,33.3,68.14,1003.02,53.43,426.88
2620,24.27,61.47,1007.84,80.85,448.66
2621,18.13,39.72,1002.75,58.85,455.81
2622,21.9,55.5,1018.85,60.27,456.52
2623,27.52,67.9,1005.65,59.52,439.01
2624,16.76,48.14,1012.92,65.74,456.31
2625,12.77,36.71,1013.29,86.4,475.59
2626,16.44,53.82,1015.4,63.16,462.09
2627,29.01,70.32,1007.26,60.55,429.23
2628,18.9,57.5,1016.21,93.9,451.42
2629,22.33,71.94,1011.06,82.85,441.85
2630,26.58,59.39,1014.49,65.87,439.46
2631,17.36,52.9,1015.42,69.97,458.66
2632,28.18,64.84,1009.22,56.04,443.65
2633,24.63,59.57,1010.45,85.36,440.67
2634,13.62,40.2,1014.2,85.05,465.74
2635,16.62,54.3,1017.99,63.76,459.59
2636,17.33,41.35,999.51,68.36,460.46
2637,20.72,63.94,1017.17,59.83,447.69
2638,6.89,39.37,1020.21,74.17,486.9
2639,33.61,69.88,1007.4,42.51,435.99
2640,27.38,59.21,1012.74,53.53,437.78
2641,23.21,63.94,1013.56,80.23,446.11
2642,26.13,71.25,999.8,88.47,430.6
2643,15.18,44.2,1019.6,72.45,462.09
2644,5.66,39.42,1024.7,78.52,482.11
2645,15.75,36.99,1007.67,93.8,464.38
2646,29.45,75.6,1018.12,50.68,437.31
2647,20.12,69.45,1013.23,88.48,442.89
2648,22.8,73.17,1011.87,91.57,437.98
2649,29.93,71.85,1008.43,66.64,426.82
2650,29.25,72.99,1006.85,61.15,429.12
2651,34.14,74.34,1000.19,43.56,434.23
2652,19.47,58.79,1016.8,87.26,450.17
2653,24.03,58.46,1015.71,70.15,442.03
2654,12.71,43.02,1012.25,62.68,475.38
2655,26.6,61.41,1012.35,54.42,451.4
2656,27.09,65.61,1014.22,48.13,442.94
2657,26.44,71.77,1006.68,81.45,430.12
2658,28.31,65.71,1014.67,59.29,447.26
2659,10.87,44.71,1021.38,58.22,484.63
2660,29.54,69.48,1008.91,56.07,427.82
2661,15.98,41.48,1017.0,55.73,456.31
2662,24.27,70.47,1008.96,78.31,434.24
2663,29.78,70.98,1007.82,77.59,436.32
2664,24.05,64.69,1006.63,69.2,438.36
2665,28.59,80.18,1011.36,89.18,431.55
2666,13.97,40.24,1018.32,88.72,467.93
2667,11.56,40.43,1025.48,74.75,489.54
2668,20.07,49.21,1012.34,56.8,454.25
2669,31.19,68.3,1014.86,39.1,430.48
2670,18.39,67.71,1003.77,92.48,444.63
2671,9.78,43.8,1022.25,69.64,477.22
2672,29.26,69.34,1009.76,58.64,435.32
2673,9.53,38.38,1020.49,80.08,478.03
2674,22.32,48.41,1008.68,79.11,445.36
2675,18.95,42.23,1013.01,79.4,462.73
2676,11.55,42.34,1020.78,94.56,469.13
2677,27.3,65.12,1016.24,44.87,442.78
2678,22.1,68.63,1015.19,59.05,449.54
2679,17.12,68.28,1003.56,94.29,449.94
2680,14.85,45.87,1009.37,84.65,462.67
2681,10.33,40.69,1014.25,84.46,480.18
2682,19.45,46.33,1013.39,99.52,452.82
2683,12.16,40.81,1025.79,70.97,476.63
2684,7.65,36.3,1016.5,65.51,482.56
2685,4.31,38.5,1011.75,82.08,492.92
2686,19.04,43.43,1009.25,68.74,453.32
2687,26.02,70.79,1004.21,79.12,428.72
2688,26.09,60.29,1017.72,50.83,444.71
2689,27.14,65.27,1013.26,55.17,441.68
2690,22.67,58.2,1016.91,60.75,446.36
2691,7.28,40.67,1020.16,72.7,493.3
2692,25.62,73.17,1011.65,86.45,430.56
2693,22.33,59.8,1016.84,67.09,450.07
2694,23.93,68.28,1005.16,69.91,444.95
2695,29.07,51.43,1006.22,61.58,438.79
2696,15.79,50.88,1014.58,99.9,460.19
2697,28.81,64.96,1000.46,68.05,427.91
2698,17.07,44.9,1020.74,70.18,460.19
2699,32.51,69.98,1011.92,49.45,428.37
2700,22.11,59.8,1016.74,73.9,453.45
2701,18.41,62.1,1020.4,78.1,457.14
2702,28.9,71.25,1000.73,77.24,431.52
2703,10.47,44.21,1017.87,85.34,476.02
2704,10.09,37.14,1012.99,72.59,473.66
2705,27.09,73.5,1011.34,76.06,434.31
2706,17.44,44.89,1009.9,80.54,457.67
2707,23.76,58.82,1011.75,77.34,444.57
2708,31.11,69.05,1002.37,41.56,433.19
2709,23.86,63.77,1014.6,82.37,440.58
2710,15.09,40.89,1010.15,92.0,466.47
2711,9.26,39.61,1021.18,84.58,480.38
2712,15.83,52.75,1024.3,58.34,458.6
2713,9.96,39.66,1015.23,82.98,480.6
2714,19.3,65.59,1014.07,81.98,452.76
2715,19.91,51.19,1008.0,90.23,449.23
2716,23.18,51.43,1011.56,81.83,449.94
2717,19.13,45.38,1014.72,81.95,459.94
2718,24.6,63.78,1017.25,60.33,448.65
2719,29.38,74.9,1003.25,72.19,433.74
2720,29.15,69.48,1008.68,55.78,430.54
2721,31.03,69.59,1007.77,63.96,432.56
2722,21.84,45.09,1013.94,46.11,450.88
2723,6.28,43.02,1013.72,88.13,487.17
2724,22.48,50.32,1008.47,83.58,444.5
2725,31.51,71.97,1007.84,71.18,430.11
2726,15.67,41.1,1004.1,77.93,466.45
2727,13.24,39.16,1016.52,86.66,474.48
2728,17.1,43.52,1020.3,70.51,461.51
2729,32.32,67.9,1006.08,37.93,428.12
2730,23.51,63.78,1016.1,69.79,446.58
2731,13.58,40.75,1016.05,76.45,472.73
2732,12.43,40.27,1007.08,61.56,470.92
2733,16.37,39.64,1009.19,76.92,463.91
2734,7.64,43.79,1016.17,84.45,486.01
2735,21.03,59.8,1015.86,76.63,453.86
2736,33.37,73.88,1005.8,47.94,436.76
2737,18.92,62.26,1012.05,85.99,451.51
2738,20.61,48.78,1020.8,85.05,449.38
2739,22.38,63.31,1014.76,73.8,441.3
2740,30.2,73.67,1006.31,62.14,428.72
2741,31.02,70.4,1006.24,77.86,431.37
2742,17.64,57.76,1016.28,85.04,455.75
2743,28.85,58.33,1013.78,41.39,444.0
2744,22.4,70.94,1008.06,84.52,440.04
2745,19.13,68.61,1010.65,94.92,448.69
2746,23.79,59.44,1012.53,79.48,448.67
2747,22.12,60.37,1008.75,92.13,439.18
2748,29.14,67.45,1015.51,46.47,433.34
2749,20.17,56.03,1019.47,56.77,458.04
2750,29.3,74.16,1007.72,81.92,431.32
2751,5.7,40.62,1016.07,84.94,482.82
2752,25.5,68.08,1011.13,72.86,436.07
2753,16.06,47.45,1009.97,88.09,450.62
2754,27.75,65.34,1014.8,45.91,440.83
2755,25.12,66.56,1009.22,65.62,436.56
2756,22.78,62.44,1011.79,75.43,446.12
2757,29.3,69.48,1010.1,53.69,429.42
2758,8.01,40.02,1031.33,85.01,477.84
2759,16.58,38.01,1023.5,60.14,464.03
2760,17.08,58.86,1016.04,87.46,449.98
2761,17.54,44.58,1016.56,79.0,465.51
2762,26.93,56.9,1006.25,77.79,444.7
2763,22.52,67.32,1011.4,66.2,443.49
2764,13.48,46.18,1018.15,88.38,464.58
2765,9.05,40.0,1015.48,80.91,472.41
2766,19.93,56.65,1020.7,62.82,456.53
2767,29.68,64.33,1011.2,57.73,441.79
2768,30.52,70.04,1010.62,54.47,431.14
2769,12.54,40.8,1024.56,68.97,479.65
2770,27.6,69.05,1003.87,42.01,436.08
2771,18.48,46.48,1007.53,82.57,461.49
2772,15.24,48.6,1007.08,86.49,459.85
2773,4.41,42.07,1005.54,68.85,488.36
2774,15.82,44.88,1018.59,78.88,461.9
2775,24.65,72.43,1007.99,90.05,437.59
2776,19.02,52.72,1025.44,51.9,461.57
2777,23.32,69.13,1010.75,91.84,435.27
2778,23.99,68.12,1012.92,70.68,437.14
2779,10.12,39.96,1025.98,98.63,471.6
2780,12.53,43.56,1014.8,74.05,469.23
2781,18.11,52.08,1002.51,100.09,449.99
2782,24.94,59.07,1008.89,84.79,440.12
2783,30.92,59.57,1010.87,62.43,440.96
2784,12.68,45.01,1013.86,83.26,448.69
2785,25.41,66.49,1014.06,51.09,449.2
2786,14.12,39.4,1008.02,76.45,468.63
2787,28.33,64.96,999.71,69.66,427.42
2788,14.77,49.15,1020.56,80.27,467.72
2789,29.0,70.72,1009.51,67.72,437.55
2790,18.02,49.78,1003.86,100.09,451.41
2791,11.55,40.6,1014.44,87.06,475.14
2792,15.31,52.75,1025.21,55.22,460.77
2793,12.36,37.73,1021.36,65.45,470.39
2794,19.45,58.95,1017.79,93.46,445.1
2795,27.05,67.79,1010.99,71.37,443.89
2796,9.73,40.22,1011.48,87.88,481.42
2797,11.11,37.5,1013.68,73.67,473.32
2798,13.01,41.58,1020.82,78.41,464.64
2799,11.76,40.96,1023.22,81.31,475.18
2800,17.58,39.63,1004.84,80.43,467.33
2801,27.54,51.43,1012.3,54.82,439.8
2802,29.79,77.17,1009.68,64.0,432.84
2803,13.83,40.2,1013.28,90.44,465.53
2804,32.05,77.24,1008.06,67.09,432.49
2805,28.14,76.86,1000.7,70.17,434.68
2806,34.11,73.56,1006.77,45.92,432.78
2807,22.83,70.79,1006.36,92.07,438.0
2808,21.04,47.43,1007.15,64.82,450.27
2809,12.39,40.75,1016.05,81.91,475.96
2810,27.7,72.24,1011.02,67.6,434.56
2811,16.62,39.99,1007.07,77.14,463.74
2812,25.27,67.07,1006.34,66.35,445.81
2813,9.52,41.26,1020.55,89.73,475.44
2814,17.74,58.33,1013.55,81.8,446.01
2815,22.9,49.3,1003.45,80.95,441.77
2816,14.86,43.14,1019.21,99.14,461.14
2817,26.71,66.25,1008.11,79.28,435.41
2818,13.42,42.86,1013.88,85.13,473.27
2819,25.82,72.39,1003.4,86.33,432.98
2820,15.14,44.21,1019.97,83.86,463.1
2821,10.17,41.17,1018.58,87.72,478.04
2822,27.44,65.59,1010.76,68.67,441.08
2823,23.94,63.21,1013.52,83.12,440.15
2824,25.16,74.33,1014.55,76.7,436.15
2825,12.88,42.74,1026.25,74.54,470.89
2826,31.87,67.32,1013.65,36.69,435.47
2827,22.18,65.46,1016.74,54.02,447.92
2828,9.41,41.54,1019.48,82.19,481.59
2829,12.17,40.6,1013.59,88.62,473.76
2830,30.57,69.71,1008.94,59.99,439.38
2831,28.16,70.98,1008.51,72.12,435.04
2832,9.72,43.41,1016.25,76.39,474.1
2833,11.9,39.16,1016.53,84.59,477.75
2834,7.1,41.74,1022.25,91.07,484.12
2835,11.47,40.27,1005.39,77.4,479.44
2836,28.19,67.45,1013.97,49.76,434.77
2837,9.75,36.66,1026.21,70.12,479.45
2838,7.55,43.65,1019.09,61.71,481.61
2839,19.9,56.53,1020.52,78.05,456.48
2840,12.45,40.56,1017.84,66.52,477.41
2841,9.15,39.61,1018.11,75.29,474.88
2842,14.38,40.66,1016.34,92.37,463.1
2843,26.16,67.9,1005.81,61.02,444.06
2844,22.63,45.61,1014.14,73.06,457.88
2845,30.51,70.79,1004.55,56.05,428.79
2846,26.2,60.07,1014.75,59.41,440.89
2847,25.77,69.04,1009.66,65.49,445.35
2848,14.74,44.47,1028.29,67.87,462.92
2849,17.02,44.85,1014.38,62.66,459.98
2850,17.68,53.16,1013.09,82.79,456.86
2851,8.93,40.46,1019.03,71.0,472.77
2852,9.49,40.69,1015.09,91.31,476.67
2853,23.48,72.99,1009.61,88.16,437.1
2854,22.69,49.21,1012.64,46.83,449.01
2855,12.65,44.34,1019.4,71.45,468.8
2856,12.79,44.68,1022.51,99.55,465.75
2857,13.01,41.17,1017.26,76.2,469.48
2858,30.76,69.14,1007.63,71.24,431.67
2859,22.56,47.43,1006.72,54.82,448.65
2860,20.7,58.16,1016.73,68.19,453.22
2861,21.09,50.9,1012.42,69.09,456.09
2862,26.35,59.44,1012.16,63.73,443.73
2863,35.1,68.27,1006.96,43.51,426.3
2864,14.43,38.28,1014.76,79.76,467.12
2865,16.32,43.56,1014.4,59.77,463.57
2866,12.21,40.64,1020.31,83.84,464.03
2867,32.13,69.98,1013.3,55.85,431.84
2868,25.68,70.32,1009.08,90.48,431.32
2869,24.4,62.26,1011.62,70.1,439.06
2870,6.41,40.81,1026.57,93.51,484.49
2871,23.38,65.06,1014.12,59.36,443.8
2872,30.21,75.33,1002.24,66.71,431.46
2873,22.88,50.23,1016.11,63.77,458.08
2874,27.99,71.58,1010.68,68.99,435.99
2875,16.01,49.64,1026.35,77.75,457.8
2876,31.08,59.57,1010.76,60.49,442.88
2877,23.09,70.02,1010.58,77.85,443.27
2878,21.03,69.05,1002.17,75.35,444.35
2879,12.05,49.83,1008.54,95.11,454.18
2880,14.73,54.3,1016.75,67.13,463.63
2881,32.56,68.14,1004.02,35.04,425.11
2882,6.99,40.07,1014.83,54.36,490.11
2883,18.84,40.79,1005.18,92.46,459.96
2884,6.18,41.38,1020.23,81.38,490.81
2885,13.72,49.83,1006.88,89.49,463.65
2886,29.48,59.27,1010.99,51.23,440.72
2887,14.35,39.39,1012.92,82.41,470.53
2888,19.47,43.43,1011.66,69.93,451.38
2889,26.92,73.17,1011.42,76.94,431.29
2890,26.16,70.04,1009.63,73.22,432.56
2891,19.77,49.39,1019.02,91.03,451.05
2892,26.92,62.44,1011.09,70.8,437.99
2893,18.75,41.1,1001.97,59.6,458.31
2894,26.29,68.24,1010.71,76.95,429.71
2895,27.16,65.61,1014.21,47.93,441.33
2896,16.0,39.16,1016.37,77.63,468.49
2897,10.38,37.73,1021.5,75.02,475.02
2898,30.29,74.16,1008.77,75.23,431.39
2899,24.69,71.73,1010.13,70.54,436.78
2900,14.16,40.89,1010.78,82.86,471.15
2901,9.97,39.99,1010.09,95.0,477.31
2902,21.96,51.43,1007.28,89.96,442.87
2903,32.43,68.31,1010.09,42.22,439.75
2904,27.99,69.89,1013.94,51.25,435.79
2905,18.15,45.01,1013.06,72.4,455.21
2906,8.83,43.56,1014.9,81.55,482.43
2907,26.62,70.36,1005.15,84.99,441.28
2908,32.96,68.31,1010.39,42.33,443.57
2909,24.67,68.61,1010.71,57.47,450.64
2910,27.06,70.47,1007.0,72.37,430.82
2911,25.0,69.71,1009.23,80.92,438.38
2912,15.47,38.73,1001.13,77.61,467.96
2913,17.36,41.23,998.08,63.46,459.1
2914,29.62,70.02,1010.09,43.1,439.35
2915,13.54,40.69,1015.85,77.55,471.05
2916,24.52,59.15,1014.03,74.83,439.55
2917,9.73,38.56,1017.18,61.81,479.78
2918,20.6,65.12,1015.53,71.57,452.86
2919,25.16,68.08,1010.89,70.16,435.78
2920,20.86,63.73,1008.54,96.83,440.42
2921,10.31,45.01,1018.42,93.67,473.74
2922,20.37,69.48,1011.04,84.31,445.81
2923,17.58,44.9,1020.52,71.48,459.78
2924,19.04,51.86,1018.05,79.01,458.64
2925,25.38,71.73,1009.97,72.6,434.44
2926,32.81,77.17,1009.17,53.13,430.53
2927,19.41,67.32,1012.34,78.8,446.71
2928,21.73,69.05,1001.31,86.64,439.01
2929,22.29,56.89,1014.39,84.89,441.9
2930,29.39,71.14,1010.97,53.88,430.5
2931,20.08,58.12,1015.53,80.84,455.85
2932,16.51,51.86,1022.37,81.18,442.48
2933,14.47,42.99,1009.78,91.15,469.0
2934,17.37,40.55,1001.19,71.42,460.97
2935,17.03,43.99,1021.5,82.32,460.25
2936,25.91,67.07,1005.66,60.12,441.74
2937,6.03,40.78,1025.53,98.68,480.36
2938,31.9,73.42,1010.82,60.58,432.27
2939,20.03,47.45,1009.04,77.56,450.6
2940,31.23,68.67,1005.82,52.1,436.58
2941,13.8,45.08,1023.99,79.72,466.71
2942,15.52,41.93,1022.97,52.92,471.97
2943,23.68,51.3,1011.86,71.24,451.67
2944,23.25,70.32,1009.28,86.52,437.96
2945,24.58,49.02,1008.85,79.32,442.47
2946,8.3,36.3,1015.97,60.62,480.58
2947,9.27,42.02,1004.29,95.05,474.93
2948,15.52,42.86,1015.09,83.48,467.12
2949,30.71,68.24,1006.15,34.15,429.41
2950,11.47,25.36,1008.27,95.4,469.51
2951,30.51,70.94,1007.64,59.42,430.91
2952,26.43,66.48,1004.36,55.9,435.59
2953,28.65,70.32,1008.46,58.13,433.45
2954,21.38,49.21,1012.49,53.77,449.66
2955,19.97,59.21,1017.87,83.46,450.41
2956,19.38,54.9,1017.08,70.46,454.1
2957,17.77,44.6,1016.97,54.25,460.13
2958,7.04,41.74,1021.91,88.55,488.99
2959,30.3,69.51,1011.8,50.43,431.12
2960,14.91,43.34,1015.15,81.56,461.27
2961,26.87,69.23,1012.71,54.54,433.89
2962,18.86,51.43,1010.27,86.0,446.91
2963,20.77,43.77,1010.76,63.12,453.46
2964,12.2,44.77,1018.64,76.1,469.41
2965,16.17,41.79,1005.78,78.8,454.72
2966,11.69,35.76,1019.02,55.6,471.72
2967,9.17,40.67,1019.03,66.21,487.33
2968,10.82,42.02,996.03,99.34,475.46
2969,23.08,48.41,1008.44,82.35,443.5
2970,12.74,39.13,1008.19,94.81,468.57
2971,26.85,57.19,1007.9,60.04,438.01
2972,28.44,69.4,1003.98,73.51,433.44
2973,14.02,42.86,1030.86,68.36,467.29
2974,14.57,41.79,1007.61,82.85,457.21
2975,15.4,40.69,1015.1,70.25,471.66
2976,16.75,42.23,1013.81,84.98,464.87
2977,29.83,68.67,1005.33,71.15,434.28
2978,26.25,66.56,1008.29,60.65,436.3
2979,27.17,63.09,1015.59,68.33,443.66
2980,27.49,71.94,1008.25,68.29,428.27
2981,11.7,41.16,1017.98,95.71,462.94
2982,24.37,73.42,1010.19,76.01,440.29
2983,26.14,61.02,1010.13,66.71,436.17
2984,15.91,38.62,1016.2,63.63,462.25
2985,9.24,41.4,1030.72,87.36,476.9
2986,14.09,41.66,1009.25,71.4,469.93
2987,10.61,37.5,1008.8,100.13,472.9
2988,28.72,76.86,999.31,71.74,431.74
2989,16.61,25.88,1009.34,65.47,460.97
2990,24.35,51.86,1014.34,67.22,442.81
2991,26.95,72.24,1011.16,73.14,435.65
2992,13.89,41.49,1020.02,86.47,469.6
2993,20.98,47.43,1007.39,68.15,450.0
2994,24.74,63.87,1016.91,55.65,447.02
2995,16.12,45.87,1008.15,86.12,457.41
2996,20.94,44.58,1016.98,59.65,463.69
2997,21.01,58.96,1014.33,61.8,453.88
2998,6.52,35.57,1025.37,78.32,486.06
2999,13.14,43.71,1024.47,87.42,467.07
3000,13.93,44.47,1025.35,81.54,469.25
3001,14.46,45.87,1009.21,84.09,464.5
3002,21.83,62.91,1011.07,91.34,443.76
3003,9.97,41.26,1020.6,91.14,475.43
3004,15.09,43.13,1015.71,54.36,466.87
3005,25.63,71.58,1010.14,87.57,433.76
3006,24.17,71.58,1010.16,89.96,436.27
3007,18.6,43.56,1013.9,51.16,464.67
3008,31.05,69.13,1000.38,58.49,426.31
3009,10.19,37.14,1012.74,73.48,475.01
3010,13.26,41.78,1009.77,61.69,467.78
3011,9.66,41.82,1033.19,73.19,477.67
3012,23.6,62.44,1011.52,78.12,440.66
3013,15.91,71.14,1019.7,72.65,458.15
3014,8.79,40.67,1019.5,66.3,489.02
3015,30.88,67.83,1008.97,54.99,425.36
3016,20.98,60.07,1016.26,67.18,446.26
3017,14.2,42.86,1031.96,69.59,468.63
3018,25.69,57.32,1012.34,44.18,441.43
3019,23.65,59.92,1010.19,89.53,436.74
3020,15.48,44.99,1011.94,69.95,463.92
3021,10.64,39.61,1018.33,66.81,471.48
3022,14.48,38.92,1015.6,90.05,470.63
3023,10.47,43.14,1010.35,86.86,476.55
3024,24.65,63.86,1018.37,56.15,442.89
3025,16.2,45.76,1014.73,89.84,460.87
3026,28.61,52.84,1006.0,45.73,437.39
3027,23.13,61.47,1008.96,85.5,438.8
3028,13.55,42.99,1007.58,97.55,470.82
3029,18.71,54.9,1017.12,74.79,456.88
3030,14.35,49.83,1006.39,91.23,462.54
3031,29.79,69.34,1008.82,65.13,434.74
3032,29.64,54.2,1013.0,39.56,438.12
3033,15.11,45.01,1017.01,84.39,462.21
3034,25.02,60.29,1017.49,54.75,445.61
3035,23.61,49.16,1002.39,65.63,443.5
3036,16.05,38.28,1014.38,73.89,466.75
3037,19.59,59.87,1018.28,84.83,449.74
3038,23.23,56.89,1012.87,75.43,441.85
3039,9.41,43.5,1021.0,88.74,473.84
3040,6.63,39.37,1020.33,76.18,489.16
3041,27.89,69.88,1007.99,85.62,430.75
3042,22.54,51.95,1007.29,79.28,447.29
3043,14.0,40.8,1026.17,54.82,474.87
3044,6.87,39.85,1012.66,83.34,486.26
3045,30.47,70.02,1009.65,62.03,435.72
3046,27.33,68.94,1007.04,61.83,431.96
3047,13.7,34.03,1018.82,69.07,470.2
3048,22.03,59.43,1006.88,82.05,442.9
3049,30.32,74.22,1008.31,53.14,429.36
3050,17.13,43.79,1016.09,58.94,465.3
3051,26.3,71.94,1006.64,85.12,428.83
3052,17.55,48.78,1016.81,91.27,455.11
3053,23.34,59.14,1017.47,78.91,439.6
3054,23.26,58.2,1016.72,57.98,446.87
3055,8.07,41.17,1019.4,86.43,484.54
3056,24.45,68.63,1013.38,45.35,446.33
3057,18.41,49.69,1006.66,80.55,454.97
3058,18.22,58.2,1017.09,81.92,451.04
3059,16.54,42.86,1014.85,78.0,465.26
